"","work","collection"
"130","993_Глинка С._Стихи на прибытие Гос. Имп. в Москву, 29 Сентября сего 1830 года","rsl"
"131","995_А.И._Чувствование Московского мещанина","nlr"
"132","1016_Хвостов Д._Послание Марье Петровне Охлестышевой","nlr"
"133","1017_Хвостов Д._Прощание поэта с землею","nlr"
"134","1017_Хвостов Д._Прощание поэта с землею","spbgu"
"135","1022_Поднебесный М._Стихи на холеру в Москве во время бунтов в Европе. М. Поднебесного, ноября 2 1830 года","nlr"
"136","1023_Хвостов Д._Стихи по случаю второй выставки российских изделий в Санкт-Петербурге 1833 года","nlr"
"137","1023_Хвостов Д._Стихи по случаю второй выставки российских изделий в Санкт-Петербурге 1833 года","rsl"
"138","1024_Е.И.П._Стихотворения : Наименование Венеры / Соч. Е.И.П.","nlr"
"139","1031_Сиянов_Воспоминание: [стихотворение]","nlr"
"140","1032_Рунич Д._К портрету князя Варшавского графа Паскевича-Эриванского ; На победы князя Варшавского ; На победы русских в Польше : [стихотворения]","nlr"
"141","1033_Сиянов_Прошу отгадать","nlr"
"142","1035_Сиянов_А.П. В-ой : [Стихотворение]","nlr"
"143","1037_NA_Дружеская беседа в селе Р*** 21 сентября 1831 года : В стихах","nlr"
"144","1038_Углегов Ф._Два послания Выпивалина к водке и к бутылке: С приб. послания к г. Выпивалину","nlr"
"145","1038_Углегов Ф._Два послания Выпивалина к водке и к бутылке: С приб. послания к г. Выпивалину","rsl"
"146","1038_Углегов Ф._Два послания Выпивалина к водке и к бутылке: С приб. послания к г. Выпивалину","rozanov"
"147","1039_Фомин Н._Отец Царства Русского, или Неделя пребывания великого монарха Николая I в печальной Москве / Взятое из истин. происшествия Николаем Фоминым","nlr"
"148","1039_Фомин Н._Отец Царства Русского, или Неделя пребывания великого монарха Николая I в печальной Москве / Взятое из истин. происшествия Николаем Фоминым","rsl"
"149","1039_Фомин Н._Отец Царства Русского, или Неделя пребывания великого монарха Николая I в печальной Москве / Взятое из истин. происшествия Николаем Фоминым","rozanov"
"150","1039_Фомин Н._Отец Царства Русского, или Неделя пребывания великого монарха Николая I в печальной Москве / Взятое из истин. происшествия Николаем Фоминым","cz_slk"
"151","1040_Шахт К._""Прощание с летом"". Почтеннейшим членам малого танцевального собрания от почитающего их швейцара К. Шахта : 1831","nlr"
"152","1041_Кашинцов Н._Чувства верноподданного, излившиеся по случаю неожиданного приезда его императорского величества, государя императора Николая Павловича в Москву 7-го марта 1830 года","nlr"
"153","1041_Кашинцов Н._Чувства верноподданного, излившиеся по случаю неожиданного приезда его императорского величества, государя императора Николая Павловича в Москву 7-го марта 1830 года","rsl"
"154","1042_NA_Его превосходительству господину тайному советнику ... Михаилу Александровичу Салтыкову, сердобольному и благодетельному начальнику в день его тезоименитства 8 ноября 1831 года, от воспитанников Московского коммерческого училища усерднейшее приношение : [Стихотворение]","nlr"
"155","1043_Жуковский В., Пушкин А._На взятие Варшавы : Три стихотворения","nlr"
"156","1043_Жуковский В., Пушкин А._На взятие Варшавы : Три стихотворения","rsl"
"157","1043_Жуковский В., Пушкин А._На взятие Варшавы : Три стихотворения","us_harvard"
"158","1043_Жуковский В., Пушкин А._На взятие Варшавы : Три стихотворения","spbgu"
"159","1052_Хитрово С._Стихотворение Сергея Хитрово","nlr"
"160","1054_Поднебесный М._Прогулка на Выставке российских изделий в Санкт-Петербурге 1833 года : [стихотворение]","nlr"
"161","1054_Поднебесный М._Прогулка на Выставке российских изделий в Санкт-Петербурге 1833 года : [стихотворение]","rsl"
"162","1054_Поднебесный М._Прогулка на Выставке российских изделий в Санкт-Петербурге 1833 года : [стихотворение]","cz_slk"
"163","1054_Поднебесный М._Прогулка на Выставке российских изделий в Санкт-Петербурге 1833 года : [стихотворение]","spbgu"
"164","1055_Дубровский П._Последняя ночь несчастного : Стихотворение П. Дубровского","nlr"
"165","1057_Глинка С._На акт в Московской практической академии, происходивший июля 11, 1832 года","nlr"
"166","1058_Глинка С._Обед, данный в купеческом собрании его превосходительству Ивану Петровичу Мятлеву, 7-го декабря 1832 ; Русскому купечеству на новый 1833 год","nlr"
"167","1060_Колянковский А._Чувство литовцев на приезд его сиятельства князя Николая Андреевича Долгорукова из С.-Петербурга в Вильну февраля 28 дня 1833 года","nlr"
"168","1072_Фомин Н._Воспоминание о добродетельной жизни супруги е.и.в., блаженныя памяти государя цесаревича и великого князя Константина Павловича, ее светлости княгини Жанеты Антоновны Лович","nlr"
"169","1072_Фомин Н._Воспоминание о добродетельной жизни супруги е.и.в., блаженныя памяти государя цесаревича и великого князя Константина Павловича, ее светлости княгини Жанеты Антоновны Лович","spbgu"
