"","work","collection"
"44","144_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 1.","us_harvard"
"45","144_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 1.","cz_slk"
"46","144_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 1.","fi_sl"
"47","144_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 1.","spbgu"
"48","184_NA_Грибы : Рус. сказка в стихах","nlr"
"49","184_NA_Грибы : Рус. сказка в стихах","rsl"
"50","200_Павлов М._Повести в стихах","nlr"
"51","200_Павлов М._Повести в стихах","rsl"
"52","200_Павлов М._Повести в стихах","rozanov"
"53","200_Павлов М._Повести в стихах","us_harvard"
"54","200_Павлов М._Повести в стихах","cz_slk"
"55","200_Павлов М._Повести в стихах","spbgu"
"56","245_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","nlr"
"57","245_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","rsl"
"58","245_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","rozanov"
"59","245_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","cz_slk"
"60","245_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","lt_vul"
"61","296_Кульман Е.Б._Сказки Елисаветы Кульман: В 3 ч.","nlr"
"62","296_Кульман Е.Б._Сказки Елисаветы Кульман: В 3 ч.","rsl"
"63","296_Кульман Е.Б._Сказки Елисаветы Кульман: В 3 ч.","us_harvard"
"64","296_Кульман Е.Б._Сказки Елисаветы Кульман: В 3 ч.","ee_ester"
