"","work","collection"
"18","143_NA_Хвалебное приношение веры новопрославленному Святителю Митрофану, Епископу Воронежскому. Стихотворение в пяти песнях","fi_sl"
"19","147_П.Ш._История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","nlr"
"20","147_П.Ш._История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","rsl"
"21","160_Глинка Ф.Н._Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта","nlr"
"22","160_Глинка Ф.Н._Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта","rsl"
"23","160_Глинка Ф.Н._Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта","rozanov"
"24","163_NA_Ксантиппа : Экспромт : [В стихах]","nlr"
"25","176_NA_Стихи на новоселье в типографии","nlr"
"26","185_NA_Элиза: Элегия","nlr"
"27","196_NA_На посещение г. Тобольска его императорским высочеством, государем наследником цесаревичем [1-4 июня 1837 г : Стихотворение]","nlr"
"28","197_Левицкий И._Стих в честь его преосвяществу Иоанну Снегурскому бискупу перемыскому, самборскому … дня 8 месяца мая 1837 года во Валяве, яко в день его высокого тезоименитства … Иосифом Левицким … сложенный","pl_bn"
"29","208_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","nlr"
"30","208_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","rsl"
"31","208_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","rozanov"
"32","208_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","cz_slk"
"33","240_Волков_Симонов монастырь: Стихотворение","nlr"
"34","243_Барановский В._Портрет Д. А. И. Р. Л. Соч. Василья Барановского","nlr"
"35","248_Ан-в_Послание к О. Иоанну, в г. Новоалександровск: [Стихотворение]","nlr"
"36","249_Бобылев Н._Чувства русского при возвращении государя императора в Санкт-Петербург : [Стихотворения / Николай Бобылев]","nlr"
"37","250_Левицкий И._Стих во часть его превосходительству … Михаилу Левицкому, метрополите галицкому … во день святого архистратига Михаила дня 8 ноября 1838 … Иосифом Левицким","pl_bn"
"38","251_Левицкий И._Стих во честь его преосвященству Василию Поповичу епископу мункачовскому … во день поставления его преосвященства на епископа … сложенный Иосифом Левицким","pl_bn"
"39","252_Лисенецкий С.Ф._Воззрение страшилища во Песте и Буде наступающего месяцем мартом 1838 года во время разлития Дуная Симеоном Феофил. Лисенецким галициянином","pl_bn"
"40","258_Жуковский В.А._Бородинская годовщина","nlr"
"41","258_Жуковский В.А._Бородинская годовщина","rsl"
"42","263_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","nlr"
"43","263_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","rsl"
"44","268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","nlr"
"45","268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","rsl"
"46","268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","cz_slk"
"47","269_NA_Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839","nlr"
"48","270_Поднебесный_Стихотворение: Мысли при гробе Графа М.М. Сперанского","nlr"
"49","270_Поднебесный_Стихотворение: Мысли при гробе Графа М.М. Сперанского","spbgu"
"50","280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","nlr"
"51","280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","rsl"
"52","280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","spbgu"
"53","281_NA_Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","nlr"
"54","281_NA_Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","spbgu"
"55","282_NA_Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","nlr"
"56","282_NA_Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","spbgu"
"57","283_Орлов А.А._Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","nlr"
"58","284_Шаховской А.А._В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","nlr"
"59","297_Хомяков_Киев : [Стихотворение]","nlr"
