"","work","collection"
"21","363_Предтеченский А._Радость Москвы при торжественном въезде государя императора с высоконовобрачною четою. Мая 14-го дня 1841-го года : [Стихи]","nlr"
"22","364_NA_Песня, сочиненная по случаю именин, начальника 5-й Пехотной дивизии, господина генерал-лейтенанта Сергея Герасимовича Батурина. Июля 5-го дня 1841 года","nlr"
"23","365_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","nlr"
"24","365_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","rsl"
"25","366_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым на новый 1842 год","nlr"
"26","367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","nlr"
"27","367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","rsl"
"28","367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","fi_sl"
"29","373_Герасимов А._Бородинское поле : [Стихотворение]","nlr"
"30","375_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","nlr"
"31","375_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","rsl"
"32","378_NA_Швейцар Бюргер-клуба и новый 1842 год : [Стихотворение].","nlr"
"33","380_Левицкий И._Стих во честь Григория Яхимовича … во день поставления его во епископу дня 21 9 ноября 1841 во архикафедральной церкви","pl_bn"
"34","400_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","nlr"
"35","400_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","rsl"
"36","401_NA_Русский патриот : Отечественное песнопение","nlr"
"37","401_NA_Русский патриот : Отечественное песнопение","rsl"
"38","404_Маслеников-Какуев_Его сиятельству ... князю Сергию Михайловичу Голицыну... в день тезоименитства его сиятельства 25 сентября 1842 года от благодарных воспитанников : [Стихотворение]","nlr"
"39","405_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым. ... на новый 1843 год.","nlr"
"40","406_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","nlr"
"41","406_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","rsl"
"42","407_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","nlr"
"43","407_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","rsl"
"44","409_NA_Три стихотворения. [Петру Николаевичу Измайлову. Незнакомке. Звезде Востока]","nlr"
"45","411_Максимов М._Патриотическая кантата, на семейное торжество царя русского : 25 июня и 1 июля 1842","nlr"
"46","416_К. Вяземский_Листу : [Стихи]. 1842 / К. Вяземский","nlr"
"47","418_Бенедиктов_Монастыркам при выпуске 1842 : [Стихотворение]","nlr"
"48","420_NA_На Новый 1843 год : От сторожей Петропавловского училища : [Стихотворение]","nlr"
"49","434_Львов А._Ода на приезд благодетеля Петра Яковлевича Пеца","nlr"
"50","435_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","nlr"
"51","435_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","rsl"
"52","436_Шереметевский П._День основания и открытия Московского воспитательного дома : Двадцать первое апреля : Стихотворение","nlr"
"53","437_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день ангела 29 июня : [Стихотворение]","nlr"
"54","438_А. Огинск._На рождение младенца,... Василия Карловича Шлигтинг и ... Софьи Сергеевны Шлигтинг : [Стихотворение]","nlr"
"55","442_NA_Кабинет восковых фигур из Вены, в человеческий рост, содержащий более 125 частию вращающихся фигур или автоматов, груп и изображений предметов исторических и мифологических из коих многие целые из воску : [Стихотворная афиша]","nlr"
"56","445_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","nlr"
"57","445_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","rsl"
"58","455_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1843 год.","nlr"
"59","456_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1844 год.","nlr"
"60","476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","nlr"
"61","476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","rsl"
"62","476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","ee_ester"
"63","477_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день рождения 7-го февраля 1844 г : [Стихотворение]","nlr"
"64","479_Максимов М._С новым ясным 1845 годом, прекрасным, поздравление : [Стихотворение] / Соч. Михаила Максимова","nlr"
"65","481_Коленковский А._К богу за царя / Соч. [в стихах] Алекснадра Коленковского","nlr"
"66","493_Глинка С._Есть лучший мир : [Стихи] : В воспоминание июля 29 дня 1844 г. по случаю горест. события, посетившего царский дом и Россию / [Изд. ""Рус. вестн."" Сергей Глинка]","nlr"
"67","1036_Сиянов_Ек... Ив... Б.л.г.в.кой : Стихотворение","nlr"
