"","work","signature"
"35","1837_146_Глинка Ф.Н._Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта","roz_1"
"36","1837_151_NA_Ксантиппа : Экспромт : [В стихах]","nlr_1"
"37","1837_161_Соколовский В.И._Мироздание [Опыт духовного стихотворения]. Изд. 2-е","nlr_1"
"38","1837_161_Соколовский В.И._Мироздание [Опыт духовного стихотворения]. Изд. 2-е","rsl"
"39","1837_161_Соколовский В.И._Мироздание [Опыт духовного стихотворения]. Изд. 2-е","roz_1"
"40","1837_167_NA_Стихи на новоселье в типографии","nlr_1"
"41","1837_177_NA_Элиза: Элегия","nlr_1"
"42","1838_197_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","nlr_1"
"43","1838_197_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","rsl"
"44","1838_197_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","roz_1"
"45","1838_197_Доброхотов Ф._Взгляд на поэзию Феофила Доброхотова","cz_slk"
"46","1838_247_Волков_Симонов монастырь: Стихотворение","nlr_1"
"47","1838_252_Барановский В._Портрет Д. А. И. Р. Л. Соч. Василья Барановского","nlr_1"
"48","1839_260_Жуковский В.А._Бородинская годовщина","nlr_1"
"49","1839_260_Жуковский В.А._Бородинская годовщина","rsl"
"50","1839_266_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","nlr_1"
"51","1839_266_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","rsl"
"52","1839_274_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","nlr_1"
"53","1839_274_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","rsl"
"54","1839_274_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","cz_slk"
"55","1839_275_NA_Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839","nlr_1"
"56","1839_276_Поднебесный_Стихотворение: Мысли при гробе Графа М.М. Сперанского","nlr_1"
"57","1839_287_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","nlr_1"
"58","1839_287_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","rsl"
"59","1839_288_NA_Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","nlr_1"
"60","1839_289_NA_Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","nlr_1"
"61","1839_290_Орлов А.А._Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","nlr_1"
"62","1839_291_Шаховской А.А._В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","nlr_1"
"63","1840_306_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","nlr_1"
"64","1840_306_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","rsl"
"65","1840_306_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","roz_1"
"66","1840_306_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","cz_slk"
"67","1840_331_Маслеников-Какуев_Его превосходительству господину тайному советнику, сенатору, почетному опекуну, обер-директору московского коммерческого училища и кавалеру Михаилу Александровичу Салтыкову в день его тезоименитства 8 ноября 1840 года : [Стихотворение]","nlr_1"
"68","1840_332_Рыбников А._Его высокородию господину директору Московской практической коммерческой академии и Общества любителей коммерческих знаний, президенту евангелическо-лютеранской консистории, статскому советнику и разных орденов кавалеру, Андрею Ивановичу Шредеру : [Стихотворение]","nlr_1"
"69","1840_333_NA_Господам членам Немецкого клуба на 1840 год : [Стихотворение]","nlr_1"
"70","1840_334_Орлов А._С радостными чувствами благоговения, жданный 1840 год. Соч. [в стихах] Александра Орлова","nlr_1"
"71","1840_335_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","nlr_1"
"72","1840_335_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","rsl"
"73","1840_335_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","cz_slk"
"74","1840_353_Орлов А.А._Торжественное заложение храма по имя Христа Спасителя","nlr_1"
"75","1838_355_Ан-в_Послание к О. Иоанну, в г. Новоалександровск: [Стихотворение]","nlr_1"
"76","1841_379_NA_Поздравительные стихи с масляницей.... ... [на 1841 год. - 1841]","nlr_1"
"77","1841_380_Предтеченский А._Радость Москвы при торжественном въезде государя императора с высоконовобрачною четою. Мая 14-го дня 1841-го года : [Стихи]","nlr_1"
"78","1841_382_NA_Песня, сочиненная по случаю именин, начальника 5-й Пехотной дивизии, господина генерал-лейтенанта Сергея Герасимовича Батурина. Июля 5-го дня 1841 года","nlr_1"
"79","1841_383_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","nlr_1"
"80","1841_383_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","rsl"
"81","1841_384_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым на новый 1842 год","nlr_1"
"82","1841_385_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","nlr_1"
"83","1841_385_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","rsl"
"84","1841_385_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","fi_sl"
"85","1842_409_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","nlr_1"
"86","1842_409_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","rsl"
"87","1842_414_Маслеников-Какуев_Его сиятельству ... князю Сергию Михайловичу Голицыну... в день тезоименитства его сиятельства 25 сентября 1842 года от благодарных воспитанников : [Стихотворение]","nlr_1"
"88","1842_415_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым. ... на новый 1843 год.","nlr_1"
"89","1842_416_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","nlr_1"
"90","1842_416_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","rsl"
"91","1842_417_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","nlr_1"
"92","1842_417_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","rsl"
"93","1842_422_Максимов М._Патриотическая кантата, на семейное торжество царя русского : 25 июня и 1 июля 1842","nlr_1"
"94","1843_435_Львов А._Ода на приезд благодетеля Петра Яковлевича Пеца","nlr_1"
"95","1843_438_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","nlr_1"
"96","1843_438_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","rsl"
"97","1843_439_Шереметевский П._День основания и открытия Московского воспитательного дома : Двадцать первое апреля : Стихотворение","nlr_1"
"98","1843_440_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день ангела 29 июня : [Стихотворение]","nlr_1"
"99","1843_441_А. Огинск._На рождение младенца,... Василия Карловича Шлигтинг и ... Софьи Сергеевны Шлигтинг : [Стихотворение]","nlr_1"
"100","1843_445_NA_Кабинет восковых фигур из Вены, в человеческий рост, содержащий более 125 частию вращающихся фигур или автоматов, груп и изображений предметов исторических и мифологических из коих многие целые из воску : [Стихотворная афиша]","nlr_1"
"101","1843_448_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","nlr_1"
"102","1843_448_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","rsl"
"103","1844_475_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","nlr_1"
"104","1844_475_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","rsl"
"105","1844_475_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","ee_ester"
"106","1844_476_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день рождения 7-го февраля 1844 г : [Стихотворение]","nlr_1"
"107","1844_478_Максимов М._С новым ясным 1845 годом, прекрасным, поздравление : [Стихотворение] / Соч. Михаила Максимова","nlr_1"
"108","1844_480_Коленковский А._К богу за царя / Соч. [в стихах] Алекснадра Коленковского","nlr_1"
"109","1845_495_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","nlr_1"
"110","1845_495_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","rsl"
"111","1845_495_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","roz_1"
"112","1845_517_NA_Чортовы салазки : [Стихотворение]","nlr_1"
"113","1845_517_NA_Чортовы салазки : [Стихотворение]","rsl"
"114","1845_518_И… К…_Ода в похвалу прекрасного пола : (Читано на пикнике 4 февр. 1845 г.) / Соч. И.... К.......","nlr_1"
"115","1845_519_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны. Соч. Александра Коленковского. / 2-е изд.","nlr_1"
"116","1845_520_NA_Прощанье","nlr_1"
"117","1845_521_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","nlr_1"
"118","1845_521_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","rsl"
"119","1845_524_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","nlr_1"
"120","1845_524_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","rsl"
"121","1847_559_Голишев Н._Стихи свободному художнику Кондратью Кондратьевичу Ежову","nlr_1"
"122","1848_584_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","nlr_1"
"123","1848_584_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","rsl"
"124","1848_584_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","roz_1"
"125","1848_584_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","us_harvard"
"126","1848_587_Павлова К._Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","nlr_1"
"127","1848_587_Павлова К._Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","rsl"
"128","1848_587_Павлова К._Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","roz_1"
"129","1848_587_Павлова К._Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","cz_slk"
"130","1848_587_Павлова К._Двойная жизнь : Очерк : [Роман в прозе и стихах / Соч.] К. Павловой","fi_sl"
"131","1849_599_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","nlr_1"
"132","1849_599_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","rsl"
"133","1849_599_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","roz_1"
"134","1849_599_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","us_harvard"
"135","1834_678_Тукалевский И.А._На открытие памятника Александру Первому : [Стихотворение]","nlr_1"
"136","1834_680_Хвостов Д._Послание Петру Ивановичу Рикорду, вице-адмиралу и кавалеру в Кронштадте. 1834 года июля 28-го дня : [В стихах] / Соч. гр. Хвостова","nlr_1"
"137","1834_680_Хвостов Д._Послание Петру Ивановичу Рикорду, вице-адмиралу и кавалеру в Кронштадте. 1834 года июля 28-го дня : [В стихах] / Соч. гр. Хвостова","rsl"
"138","1835_682_NA_За царя : [Стихотворение] / Пер. Н. Б-н-ц-кий","nlr_1"
"139","1835_683_NA_Князю Дмитрию Владимировичу Голицыну : [Стихотворение]","nlr_1"
"140","1835_687_Хвостов Д._Стихи на освящение Собора всех учебных заведений в России июля 20 дня 1835 года / граф Хвостов","nlr_1"
"141","1835_688_Аксаков К._Стихи, читанные в день празднования учреждения Императорского Московского университета 12-го января 1835","nlr_1"
"142","1835_689_б. издатель Рус. вестн_Сила ласки : [Стихотворение] И.М. Снегиреву, издателю русских пословиц. Мая 8-го 1835","nlr_1"
"143","1835_690_Хвостов Д._А... Л...... О...... ой 1835 года июля 26 дня","nlr_1"
"144","1835_691_Малышев Г._На случай отправления гвардейского отряда в Калиш 14-26-го июля 1835-го года : Стихи сии написаны музыкантом лейб-гвардии Егер. полка Малышевым.","nlr_1"
"145","1835_691_Малышев Г._На случай отправления гвардейского отряда в Калиш 14-26-го июля 1835-го года : Стихи сии написаны музыкантом лейб-гвардии Егер. полка Малышевым.","rsl"
"146","1835_692_Красноглазов А._[Стихотв.] Его высокородию, директору Московского коммерческого училища... Титу Алексеевичу Каменецкому, усерднейшее приношение, по случаю получения им от монарших щедрот ордена Станислава 2-й степени, от признательных воспитанников Московского коммерческого училища","nlr_1"
"147","1836_693_П.Ш._История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","nlr_1"
"148","1836_693_П.Ш._История основания и открытия Императорского Московского воспитательного дома ; [Заветный день, или Сердечное излияние чувствований воспитанника Императорского Московского воспитательного дома в день основания оного, 21 апреля] : [Стихотворение] / Соч. П.Ш.","rsl"
"149","1837_695_NA_На посещение г. Тобольска его императорским высочеством, государем наследником цесаревичем [1-4 июня 1837 г : Стихотворение]","nlr_1"
"150","1838_697_Бобылев Н._Чувства русскаго при возвращении государя императора в Санкт-Петербург : [Стихотворения / Николай Бобылев]","nlr_1"
"151","1839_698_Хомяков_Киев : [Стихотворение]","nlr_1"
"152","1840_701_Глинка Ф._Москве благотворительной : [Стихотворение]","nlr_1"
"153","1840_702_NA_Татарка : [Стихотворение] : (Посв. Ф. Байкову)","nlr_1"
"154","1840_703_NA_Путешествие в Троицкую Сергиеву лавру : [Стихи]","nlr_1"
"155","1840_703_NA_Путешествие в Троицкую Сергиеву лавру : [Стихи]","rsl"
"156","1849_704_Шереметевский П.В._Новоселье русского царя в Москве белокаменной 3-го апреля 1849 : [Стихотворение]","nlr_1"
"157","1841_706_Герасимов А._Бородинское поле : [Стихотворение]","nlr_1"
"158","1841_708_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","nlr_1"
"159","1841_708_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","rsl"
"160","1841_711_NA_Швейцар Бюргер-клуба и новый 1842 год : [Стихотворение].","nlr_1"
"161","1842_712_К. Вяземский_Листу : [Стихи]. 1842 / К. Вяземский","nlr_1"
"162","1842_714_Бенедиктов_Монастыркам при выпуске 1842 : [Стихотворение]","nlr_1"
"163","1842_716_NA_На Новый 1843 год : От сторожей Петропавловского училища : [Стихотворение]","nlr_1"
"164","1843_722_NA_Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок [1]","nlr_1"
"165","1843_723_NA_Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок 2","nlr_1"
"166","1843_724_NA_Побрякушки : [Сборник стихов, анекдотов и т. п.]. Листок 4","nlr_1"
"167","1843_725_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1843 год.","nlr_1"
"168","1843_726_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1844 год.","nlr_1"
"169","1845_727_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1846 год.","nlr_1"
"170","1847_728_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1847 год.","nlr_1"
"171","1850_729_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1850 год.","nlr_1"
"172","1844_733_Глинка С._Есть лучший мир : [Стихи] : В воспоминание июля 29 дня 1844 г. по случаю горест. события, посетившего царский дом и Россию / [Изд. ""Рус. вестн."" Сергей Глинка]","nlr_1"
"173","1845_734_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","nlr_1"
"174","1845_734_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","rsl"
"175","1845_737_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","nlr_1"
"176","1845_737_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","rsl"
"177","1845_738_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","nlr_1"
"178","1845_738_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","rsl"
"179","1846_742_NA_О человече внимай .. : [Стихотворение]","nlr_1"
"180","1846_746_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","nlr_1"
"181","1846_746_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","rsl"
"182","1846_746_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","cz_slk"
"183","1847_755_Павлов С._На крещение его императорского высочества великого князя Владимира Александровича","nlr_1"
"184","1847_756_Анисим_Анисим. Господам старшинам, членам и гостям Московского купеческого собрания на 1848 год : [Стихотворение]","nlr_1"
"185","1847_760_Гейнике Р._На новый 1848-й год усердное приношение почтенным г. г. членам Большого гражданского общества от преданного им буфетчика Роберта Гейнике : [Стихотворение]","nlr_1"
"186","1847_761_NA_Брюссов карманный оракул, или Новая гадательная книжка для любителей и любительниц предугадывать судьбу свою : (В стихах) : Сост. по новой методе.","nlr_1"
"187","1847_763_NA_Поздравление разнощиков афиш санктпетербургских театров, с новым 1848 годом.","nlr_1"
"188","1848_766_Шереметевский П.В._Новый год М. DCCLXLIX : [Стихотворение]","nlr_1"
"189","1848_767_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной.","nlr_1"
"190","1848_767_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной.","rsl"
"191","1848_767_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной.","us_harvard"
"192","1848_768_Спасский Я._На кончину Натальи Александровны Ефремовой : [Стихотворение]","nlr_1"
"193","1848_769_Леде М._Голос из-под облаков на землю : [Стихотворение]","nlr_1"
"194","1848_770_NA_Новая ворожея, или Надписи на картах : [В стихах]","nlr_1"
"195","1848_771_Марсов А._Стихотворение А. Марсова [Святая Нина, просветительница Грузии]","nlr_1"
"196","1848_774_Глинка Ф._На смуты Запада; Два дива: [Стихи]","nlr_1"
"197","1848_775_Берг Н._Деревня : Стихотворение Н. Берга","nlr_1"
"198","1848_780_Фирке И._Почтеннейшим господам членам малого танцевального собрания от карточного слуги Ивана Фирке с Новым 1849 годом : [Стихотворение]","nlr_1"
"199","1848_781_NA_Высокопочтенным господам, членам Большого гражданского собрания посвящает на Новый 1849 год их усердный карточный служитель : [Стихотворение].","nlr_1"
"200","1848_783_NA_Швейцар большого гражданского общества имеет честь поздравить почтеннейших гг. посетителей онаго с наступающим новым 1849 годом : [Стихотворение]","nlr_1"
"201","1848_785_NA_Верноподданнический привет августейшим новобрачным в незабвенный день бракосочетания ... государя великого князя Константина Николаевича с ... великою княжною Александрою Иосифовною : [Стихотворение]","nlr_1"
"202","1848_786_NA_Чувство русского сердца в радостный день бракосочетания его императорского высочества государя великого князя Константина Николаевича с великою княжною Александрою Саксен-Альтенбургскою : [Стихотворение]","nlr_1"
"203","1848_787_NA_Сочинение в стихах Лейб-гвардии конного полка рядового N...","nlr_1"
"204","1848_789_NA_Стихи старшинам, членам и гостям Московского купеческого собрания на 1849-й год, от швейцара.","nlr_1"
"205","1848_791_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... с Новым 1849 годом","nlr_1"
"206","1849_793_И.С._Не унывай : [Стихотворение]","nlr_1"
"207","1849_793_И.С._Не унывай : [Стихотворение]","rsl"
"208","1849_794_NA_На Новый 1850 год : [Стихотворение]","nlr_1"
"209","1849_796_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","nlr_1"
"210","1849_796_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","rsl"
"211","1849_797_NA_[Поздравительные стихи] : № 1-3","nlr_1"
"212","1849_799_А.Б._Двенадцать по себе малюток неутешных; Донской монастырь: [Стихотворения]","nlr_1"
"213","1849_800_Пелрашкевич Б._Сын Руси : Стихотворение Б. Перлашкевича.","nlr_1"
"214","1849_803_Ермолаев Д._Стихи на новый 1850 год.","nlr_1"
"215","1849_804_Аксеновский Д._На рождение его императорского высочества князя Сергея Максимилиановича 8-го декабря 1849 года : [Стихотворение] / Соч. Дмитрия Аксеновского, придворного мастера водоочистительных машин.","nlr_1"
