"","work","collection"
"65","1838_252_Лисенецкий С.Ф._Воззрение страшилища во Песте и Буде наступающего месяцем мартом 1838 года во время разлития Дуная Симеоном Феофил. Лисенецким галициянином","pl_bn"
"66","1839_258_Жуковский В.А._Бородинская годовщина","nlr"
"67","1839_258_Жуковский В.А._Бородинская годовщина","rsl"
"68","1839_263_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","nlr"
"69","1839_263_Мысовский-Светогорский С._Мысль о бессмертии: [Стихотворение]","rsl"
"70","1839_268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","nlr"
"71","1839_268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","rsl"
"72","1839_268_NA_Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","cz_slk"
"73","1839_269_NA_Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839","nlr"
"74","1839_270_Поднебесный_Стихотворение: Мысли при гробе Графа М.М. Сперанского","nlr"
"75","1839_270_Поднебесный_Стихотворение: Мысли при гробе Графа М.М. Сперанского","spbgu"
"76","1839_280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","nlr"
"77","1839_280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","rsl"
"78","1839_280_Харинский Х._Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","spbgu"
"79","1839_281_NA_Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","nlr"
"80","1839_281_NA_Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","spbgu"
"81","1839_282_NA_Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","nlr"
"82","1839_282_NA_Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","spbgu"
"83","1839_283_Орлов А.А._Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","nlr"
"84","1839_284_Шаховской А.А._В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","nlr"
"85","1839_297_Хомяков_Киев : [Стихотворение]","nlr"
"86","1840_300_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","nlr"
"87","1840_300_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","rsl"
"88","1840_300_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","rozanov"
"89","1840_300_Данков И.И._Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","cz_slk"
"90","1840_323_Маслеников-Какуев_Его превосходительству господину тайному советнику, сенатору, почетному опекуну, обер-директору московского коммерческого училища и кавалеру Михаилу Александровичу Салтыкову в день его тезоименитства 8 ноября 1840 года : [Стихотворение]","nlr"
"91","1840_324_Рыбников А._Его высокородию господину директору Московской практической коммерческой академии и Общества любителей коммерческих знаний, президенту евангелическо-лютеранской консистории, статскому советнику и разных орденов кавалеру, Андрею Ивановичу Шредеру : [Стихотворение]","nlr"
"92","1840_325_NA_Господам членам Немецкого клуба на 1840 год : [Стихотворение]","nlr"
"93","1840_326_Орлов А._С радостными чувствами благоговения, жданный 1840 год. Соч. [в стихах] Александра Орлова","nlr"
"94","1840_327_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","nlr"
"95","1840_327_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","rsl"
"96","1840_327_Ободовский П._Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","cz_slk"
"97","1840_335_Орлов А.А._Торжественное заложение храма по имя Христа Спасителя","nlr"
"98","1840_337_Глинка Ф._Москве благотворительной : [Стихотворение]","nlr"
"99","1840_338_NA_Татарка : [Стихотворение] : (Посв. Ф. Байкову)","nlr"
"100","1840_339_NA_Путешествие в Троицкую Сергиеву лавру : [Стихи]","nlr"
"101","1840_339_NA_Путешествие в Троицкую Сергиеву лавру : [Стихи]","rsl"
"102","1840_340_Лисенецкий С.Ф._Венец благодарной милости днем 8 ноября 1840 года яко … тезоименитства его превосходительства … Михаила Левицкого, митрополита галицкого … Феофилом Лисенецким","pl_bn"
"103","1841_360_Савостьянов К._Чувства детей, усердных к матушке царице, по случаю посещения, которым благоволила удостоить ее императорское величество государыня императрица Александра Феодоровна, город Воронеж августа: 13, 14, 15 и 16 дня 1837 года : [Стихи] / Соч. бобров. гражд. К. Савостьянова","nlr"
"104","1841_360_Савостьянов К._Чувства детей, усердных к матушке царице, по случаю посещения, которым благоволила удостоить ее императорское величество государыня императрица Александра Феодоровна, город Воронеж августа: 13, 14, 15 и 16 дня 1837 года : [Стихи] / Соч. бобров. гражд. К. Савостьянова","rsl"
"105","1841_362_NA_Поздравительные стихи с масляницей.... ... [на 1841 год. - 1841]","nlr"
"106","1841_363_Предтеченский А._Радость Москвы при торжественном въезде государя императора с высоконовобрачною четою. Мая 14-го дня 1841-го года : [Стихи]","nlr"
"107","1841_364_NA_Песня, сочиненная по случаю именин, начальника 5-й Пехотной дивизии, господина генерал-лейтенанта Сергея Герасимовича Батурина. Июля 5-го дня 1841 года","nlr"
"108","1841_365_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","nlr"
"109","1841_365_Цветков А._На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","rsl"
"110","1841_366_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым на новый 1842 год","nlr"
"111","1841_367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","nlr"
"112","1841_367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","rsl"
"113","1841_367_Рыбников А._Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","fi_sl"
"114","1841_373_Герасимов А._Бородинское поле : [Стихотворение]","nlr"
"115","1841_375_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","nlr"
"116","1841_375_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","rsl"
"117","1841_378_NA_Швейцар Бюргер-клуба и новый 1842 год : [Стихотворение].","nlr"
"118","1841_380_Левицкий И._Стих во честь Григория Яхимовича … во день поставления его во епископу дня 21 9 ноября 1841 во архикафедральной церкви","pl_bn"
"119","1842_400_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","nlr"
"120","1842_400_Шереметевский П._Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","rsl"
"121","1842_401_NA_Русский патриот : Отечественное песнопение","nlr"
"122","1842_401_NA_Русский патриот : Отечественное песнопение","rsl"
"123","1842_404_Маслеников-Какуев_Его сиятельству ... князю Сергию Михайловичу Голицыну... в день тезоименитства его сиятельства 25 сентября 1842 года от благодарных воспитанников : [Стихотворение]","nlr"
"124","1842_405_Радеев В._Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым. ... на новый 1843 год.","nlr"
"125","1842_406_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","nlr"
"126","1842_406_В. Н._Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","rsl"
"127","1842_407_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","nlr"
"128","1842_407_Дымцев С._Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","rsl"
"129","1842_409_NA_Три стихотворения. [Петру Николаевичу Измайлову. Незнакомке. Звезде Востока]","nlr"
"130","1842_411_Максимов М._Патриотическая кантата, на семейное торжество царя русского : 25 июня и 1 июля 1842","nlr"
"131","1842_416_К. Вяземский_Листу : [Стихи]. 1842 / К. Вяземский","nlr"
"132","1842_418_Бенедиктов_Монастыркам при выпуске 1842 : [Стихотворение]","nlr"
"133","1842_420_NA_На Новый 1843 год : От сторожей Петропавловского училища : [Стихотворение]","nlr"
"134","1843_434_Львов А._Ода на приезд благодетеля Петра Яковлевича Пеца","nlr"
"135","1843_435_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","nlr"
"136","1843_435_П.В. Москвич_Песнь Москвича на рождение его императорского высочества государя великого князя Николая Александровича; Песнь внуку цареву на мотив известной песни русскому царю","rsl"
"137","1843_436_Шереметевский П._День основания и открытия Московского воспитательного дома : Двадцать первое апреля : Стихотворение","nlr"
"138","1843_437_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день ангела 29 июня : [Стихотворение]","nlr"
"139","1843_438_А. Огинск._На рождение младенца,... Василия Карловича Шлигтинг и ... Софьи Сергеевны Шлигтинг : [Стихотворение]","nlr"
"140","1843_442_NA_Кабинет восковых фигур из Вены, в человеческий рост, содержащий более 125 частию вращающихся фигур или автоматов, груп и изображений предметов исторических и мифологических из коих многие целые из воску : [Стихотворная афиша]","nlr"
"141","1843_445_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","nlr"
"142","1843_445_NA_Петербургский театрал : Куплеты В.З. с 8 литогр., рис. В. Тиммом.","rsl"
"143","1843_455_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1843 год.","nlr"
"144","1843_456_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1844 год.","nlr"
"145","1844_476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","nlr"
"146","1844_476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","rsl"
"147","1844_476_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны / Соч. Александра Коленковского","ee_ester"
"148","1844_477_Львов А._Отцу и благодетелю Петру Яковлевичу Пецу на день рождения 7-го февраля 1844 г : [Стихотворение]","nlr"
"149","1844_479_Максимов М._С новым ясным 1845 годом, прекрасным, поздравление : [Стихотворение] / Соч. Михаила Максимова","nlr"
"150","1844_481_Коленковский А._К богу за царя / Соч. [в стихах] Алекснадра Коленковского","nlr"
"151","1844_493_Глинка С._Есть лучший мир : [Стихи] : В воспоминание июля 29 дня 1844 г. по случаю горест. события, посетившего царский дом и Россию / [Изд. ""Рус. вестн."" Сергей Глинка]","nlr"
"152","1845_502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","nlr"
"153","1845_502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","rsl"
"154","1845_502_Т. Л._Разговор : Стихотворение Ив. Тургенева (Т.Л.)","rozanov"
"155","1845_523_NA_Чортовы салазки : [Стихотворение]","nlr"
"156","1845_523_NA_Чортовы салазки : [Стихотворение]","rsl"
"157","1845_524_И… К…_Ода в похвалу прекрасного пола : (Читано на пикнике 4 февр. 1845 г.) / Соч. И.... К.......","nlr"
"158","1845_525_Коленковский А._В память кончины ее императорского высочества великой княгини Александры Николаевны. Соч. Александра Коленковского. / 2-е изд.","nlr"
"159","1845_526_NA_Прощанье","nlr"
"160","1845_527_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","nlr"
"161","1845_527_Языков Н.М._Стихи на объявление памятника историографу Николаю Михайловичу Карамзину : (Посвящаются А.И. Тургеневу)","rsl"
"162","1845_530_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","nlr"
"163","1845_530_Антипин И._Молитва русских людей / соч. калужского купеческого сына Ивана Антипина.","rsl"
"164","1845_534_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1846 год.","nlr"
"165","1845_535_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","nlr"
"166","1845_535_Россиянин_Россия : Очерк могущества и торжества : [В стихах] / [Россиянин]","rsl"
"167","1845_536_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","nlr"
"168","1845_536_Глинка С._Призыв души к любви небесной : [Стихотворение] : По случаю кончины вел. кн. Елисаветы Михайловны, супруги владет. герцога Адольфа Нассауского 1845 янв. 16 / [Изд. Рус. вестн. Сергей Глинка]","rsl"
"169","1845_537_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","nlr"
"170","1845_537_Глинка С._Сердечное желание его имп. высочеству вел. кн. Александру Александровичу в 17 день марта 1845 года и навсегда : [Стихи] / [Издатель Рус. вестника Сергей Глинка]","rsl"
"171","1846_569_NA_О человече внимай .. : [Стихотворение]","nlr"
"172","1846_573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","nlr"
"173","1846_573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","rsl"
"174","1846_573_Ф.П._Святый Николай чудотворец архиепископ Мирликийский : [В стихах] / Соч. Ф.П.","cz_slk"
"175","1847_584_Голишев Н._Стихи свободному художнику Кондратью Кондратьевичу Ежову","nlr"
"176","1847_607_Егор Валерьянов_Господам старшинам, членам и гостям Московского немецкого бюргер-клуба приветствие... Валерьянов : От швейцара Егора Валерьянова : [Стихотворение]; Егор. ... на 1847 год.","nlr"
"177","1847_613_Павлов С._На крещение его императорского высочества великого князя Владимира Александровича","nlr"
"178","1847_614_Анисим_Анисим. Господам старшинам, членам и гостям Московского купеческого собрания на 1848 год : [Стихотворение]","nlr"
"179","1847_618_Гейнике Р._На новый 1848-й год усердное приношение почтенным г. г. членам Большого гражданского общества от преданного им буфетчика Роберта Гейнике : [Стихотворение]","nlr"
"180","1847_619_NA_Брюссов карманный оракул, или Новая гадательная книжка для любителей и любительниц предугадывать судьбу свою : (В стихах) : Сост. по новой методе.","nlr"
"181","1847_621_NA_Поздравление разнощиков афиш санктпетербургских театров, с новым 1848 годом.","nlr"
"182","1848_624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","nlr"
"183","1848_624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","rsl"
"184","1848_624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","rozanov"
"185","1848_624_Вяземский П._Святая Русь : Стихотворение К[н]. П. Вяземского, изданное в пользу Второй Адмиралтейской школы","us_harvard"
"186","1848_641_Шереметевский П.В._Новый год М. DCCLXLIX : [Стихотворение]","nlr"
"187","1848_642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","nlr"
"188","1848_642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","rsl"
"189","1848_642_Ростопчина Е._Донна Мария Колонна-Манчини : [Стихотворение] / [Соч.] Гр. А.П. Ростопчиной. ","us_harvard"
"190","1848_643_Спасский Я._На кончину Натальи Александровны Ефремовой : [Стихотворение]","nlr"
"191","1848_644_Леде М._Голос из-под облаков на землю : [Стихотворение]","nlr"
"192","1848_645_NA_Новая ворожея, или Надписи на картах : [В стихах]","nlr"
"193","1848_646_Марсов А._Стихотворение А. Марсова [Святая Нина, просветительница Грузии]","nlr"
"194","1848_649_Глинка Ф._На смуты Запада; Два дива: [Стихи]","nlr"
"195","1848_650_Берг Н._Деревня : Стихотворение Н. Берга","nlr"
"196","1848_655_Фирке И._Почтеннейшим господам членам малого танцевального собрания от карточного слуги Ивана Фирке с Новым 1849 годом : [Стихотворение]","nlr"
"197","1848_656_NA_Высокопочтенным господам, членам Большого гражданского собрания посвящает на Новый 1849 год их усердный карточный служитель : [Стихотворение].","nlr"
"198","1848_658_NA_Швейцар большого гражданского общества имеет честь поздравить почтеннейших гг. посетителей онаго с наступающим новым 1849 годом : [Стихотворение]","nlr"
"199","1848_660_NA_Верноподданнический привет августейшим новобрачным в незабвенный день бракосочетания ... государя великого князя Константина Николаевича с ... великою княжною Александрою Иосифовною : [Стихотворение]","nlr"
"200","1848_661_NA_Чувство русского сердца в радостный день бракосочетания его императорского высочества государя великого князя Константина Николаевича с великою княжною Александрою Саксен-Альтенбургскою : [Стихотворение]","nlr"
"201","1848_662_NA_Сочинение в стихах Лейб-гвардии конного полка рядового N...","nlr"
"202","1848_664_NA_Стихи старшинам, членам и гостям Московского купеческого собрания на 1849-й год, от швейцара.","nlr"
"203","1848_666_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... с Новым 1849 годом","nlr"
"204","1849_668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","nlr"
"205","1849_668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","rsl"
"206","1849_668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","rozanov"
"207","1849_668_Вяземский П._Приветствие В.А. Жуковскому, 29-го января 1849 года, в день рождения его и в память совершившегося пятидесятилетия его литературной деятельности : [Стихотворение] / Князь Вяземский","us_harvard"
"208","1849_691_Шереметевский П.В._Новоселье русского царя в Москве белокаменной 3-го апреля 1849 : [Стихотворение]","nlr"
"209","1849_693_И.С._Не унывай : [Стихотворение]","nlr"
"210","1849_693_И.С._Не унывай : [Стихотворение]","rsl"
"211","1849_694_NA_На Новый 1850 год : [Стихотворение]","nlr"
"212","1849_696_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","nlr"
"213","1849_696_Берг Н._Сокольники : Послание к друзьям по выздоровлении : Стихотворение / [Соч.] Н. Берга.","rsl"
"214","1849_697_NA_[Поздравительные стихи] : № 1-3","nlr"
